depth	min	max	median	mean
484.5	9933	10279	10108	10108
485	9936	10281	10111	10111
485.5	9937	10284	10113	10113
486	9938	10286	10116	10116
486.5	9942	10289	10118	10119
487	9946	10291	10121	10121
487.5	9949	10294	10123	10124
488	9953	10296	10126	10126
488.5	9956	10298	10129	10129
489	9957	10301	10131	10132
489.5	9959	10303	10134	10134
490	9963	10307	10137	10137
490.5	9966	10308	10139	10139
491	9968	10310	10141	10142
491.5	9972	10311	10143	10144
492	9975	10313	10146	10147
492.5	9977	10316	10148	10150
493	9980	10319	10151	10152
493.5	9983	10322	10153	10155
494	9983	10325	10156	10157
494.5	9988	10328	10159	10160
495	9992	10331	10161	10162
495.5	9993	10334	10163	10165
496	9995	10337	10165	10168
496.5	9998	10340	10168	10170
497	10000	10342	10170	10173
497.5	10002	10344	10173	10175
498	10003	10347	10176	10178
498.5	10006	10349	10178	10180
499	10009	10351	10181	10183
499.5	10013	10353	10184	10186
500	10015	10355	10186	10188
500.5	10017	10357	10189	10191
501	10021	10359	10192	10193
501.5	10023	10362	10195	10196
502	10025	10365	10197	10198
502.5	10029	10368	10199	10201
503	10032	10371	10202	10204
503.5	10036	10373	10204	10206
504	10038	10375	10207	10209
504.5	10041	10378	10210	10211
505	10043	10381	10212	10214
505.5	10045	10385	10214	10216
506	10048	10388	10217	10219
506.5	10050	10391	10219	10221
507	10055	10394	10221	10224
507.5	10058	10395	10223	10226
508	10062	10397	10226	10229
508.5	10064	10399	10228	10232
509	10066	10402	10231	10234
509.5	10068	10405	10233	10237
510	10070	10408	10235	10239
510.5	10072	10410	10238	10242
511	10077	10411	10241	10244
511.5	10082	10412	10243	10247
512	10085	10415	10246	10250
512.5	10088	10417	10249	10252
513	10090	10420	10251	10255
513.5	10094	10422	10254	10258
514	10098	10424	10257	10260
514.5	10099	10426	10259	10263
515	10102	10427	10262	10265
515.5	10105	10429	10264	10268
516	10109	10431	10267	10270
516.5	10112	10433	10269	10273
517	10114	10438	10272	10276
517.5	10117	10441	10275	10278
518	10118	10445	10278	10281
518.5	10123	10447	10280	10283
519	10126	10449	10283	10286
519.5	10128	10451	10285	10289
520	10129	10453	10287	10291
520.5	10132	10455	10290	10294
521	10134	10457	10293	10296
521.5	10137	10459	10295	10299
522	10139	10461	10298	10302
522.5	10142	10463	10300	10304
523	10144	10465	10303	10306
523.5	10148	10468	10305	10309
524	10150	10470	10308	10311
524.5	10153	10471	10310	10314
525	10155	10474	10313	10316
525.5	10156	10476	10316	10318
526	10158	10479	10319	10321
526.5	10161	10483	10321	10323
527	10164	10485	10323	10326
527.5	10167	10486	10325	10328
528	10169	10488	10327	10330
528.5	10171	10491	10330	10332
529	10173	10494	10333	10335
529.5	10175	10497	10335	10337
530	10177	10501	10337	10339
530.5	10179	10502	10339	10342
531	10181	10505	10342	10344
531.5	10184	10507	10344	10346
532	10187	10510	10346	10348
532.5	10190	10512	10348	10351
533	10192	10514	10350	10353
533.5	10194	10517	10352	10355
534	10197	10519	10354	10357
534.5	10198	10521	10357	10360
535	10202	10523	10359	10362
535.5	10206	10525	10362	10364
536	10208	10527	10364	10367
536.5	10210	10529	10367	10369
537	10214	10532	10369	10371
537.5	10215	10535	10371	10374
538	10217	10538	10373	10376
538.5	10220	10539	10376	10378
539	10222	10544	10378	10381
539.5	10224	10545	10381	10383
540	10227	10549	10383	10385
540.5	10230	10552	10386	10387
541	10232	10556	10388	10390
541.5	10234	10557	10390	10392
542	10234	10559	10392	10394
542.5	10239	10561	10395	10396
543	10241	10563	10397	10399
543.5	10243	10565	10399	10401
544	10245	10567	10401	10403
544.5	10246	10568	10403	10405
545	10248	10572	10406	10408
545.5	10250	10575	10408	10410
546	10250	10576	10410	10412
546.5	10255	10579	10412	10414
547	10257	10580	10414	10417
547.5	10259	10582	10416	10419
548	10263	10585	10419	10421
548.5	10265	10587	10421	10423
549	10268	10589	10423	10425
549.5	10271	10592	10425	10428
550	10273	10596	10428	10430
550.5	10277	10597	10430	10432
551	10279	10600	10433	10435
551.5	10282	10602	10435	10437
552	10284	10604	10437	10439
552.5	10288	10606	10439	10442
553	10290	10607	10442	10444
553.5	10292	10609	10444	10446
554	10293	10612	10447	10449
554.5	10297	10614	10449	10451
555	10298	10616	10451	10453
555.5	10299	10617	10454	10456
556	10302	10620	10457	10458
556.5	10303	10623	10459	10460
557	10305	10626	10462	10463
557.5	10308	10628	10464	10465
558	10309	10631	10466	10467
558.5	10312	10632	10468	10469
559	10313	10633	10471	10472
559.5	10315	10636	10474	10474
560	10317	10639	10476	10476
560.5	10319	10642	10478	10478
561	10321	10644	10481	10481
561.5	10323	10647	10483	10483
562	10326	10650	10485	10485
562.5	10329	10652	10487	10487
563	10331	10655	10489	10490
563.5	10333	10657	10491	10492
564	10337	10660	10494	10494
564.5	10338	10662	10496	10496
565	10341	10665	10498	10499
565.5	10344	10667	10500	10501
566	10345	10669	10502	10503
566.5	10349	10671	10505	10505
567	10351	10673	10507	10508
567.5	10354	10675	10509	10510
568	10355	10678	10511	10512
568.5	10357	10681	10513	10515
569	10359	10682	10516	10517
569.5	10361	10684	10518	10519
570	10364	10686	10520	10521
570.5	10367	10687	10523	10524
571	10372	10690	10525	10526
571.5	10373	10693	10527	10528
572	10376	10697	10529	10531
572.5	10378	10699	10532	10533
573	10380	10702	10534	10535
573.5	10382	10704	10537	10538
574	10384	10706	10539	10540
574.5	10388	10708	10541	10542
575	10390	10710	10543	10544
575.5	10391	10711	10546	10547
576	10394	10714	10548	10549
576.5	10397	10716	10550	10551
577	10399	10718	10552	10553
577.5	10401	10720	10555	10556
578	10404	10722	10557	10558
578.5	10405	10725	10560	10560
579	10407	10728	10562	10563
579.5	10410	10730	10565	10565
580	10414	10732	10567	10567
580.5	10416	10736	10569	10569
581	10419	10737	10571	10572
581.5	10421	10739	10573	10574
582	10423	10741	10576	10576
582.5	10425	10742	10578	10579
583	10429	10745	10580	10581
583.5	10431	10747	10582	10583
584	10434	10749	10584	10585
584.5	10436	10751	10586	10588
585	10438	10753	10588	10590
585.5	10440	10755	10590	10592
586	10442	10758	10593	10595
586.5	10445	10759	10594	10597
587	10447	10762	10597	10599
587.5	10449	10765	10599	10601
588	10450	10766	10601	10604
588.5	10453	10766	10604	10606
589	10455	10770	10605	10608
589.5	10456	10771	10608	10610
590	10458	10774	10611	10613
590.5	10460	10776	10613	10615
591	10462	10778	10615	10617
591.5	10464	10781	10617	10619
592	10466	10783	10619	10622
592.5	10468	10786	10621	10624
593	10469	10789	10624	10626
593.5	10470	10791	10626	10628
594	10473	10795	10628	10631
594.5	10475	10796	10631	10633
595	10477	10797	10633	10635
595.5	10479	10799	10635	10637
596	10482	10800	10638	10640
596.5	10484	10802	10640	10642
597	10486	10804	10642	10644
597.5	10491	10807	10645	10647
598	10493	10810	10647	10649
598.5	10496	10811	10649	10651
599	10498	10813	10652	10653
599.5	10502	10816	10653	10655
600	10504	10820	10656	10658
600.5	10506	10823	10658	10660
601	10508	10826	10661	10662
601.5	10509	10829	10663	10664
602	10510	10831	10665	10667
602.5	10512	10834	10667	10669
603	10514	10836	10670	10671
603.5	10516	10838	10672	10673
604	10518	10840	10675	10675
604.5	10521	10842	10677	10678
605	10523	10844	10679	10680
605.5	10525	10847	10681	10682
606	10527	10851	10684	10684
606.5	10529	10854	10686	10686
607	10531	10857	10688	10689
607.5	10533	10858	10690	10691
608	10536	10861	10692	10693
608.5	10538	10863	10695	10695
609	10541	10865	10696	10698
609.5	10544	10867	10698	10700
610	10546	10871	10700	10702
610.5	10549	10873	10702	10704
611	10551	10876	10705	10707
611.5	10553	10878	10707	10709
612	10556	10880	10709	10711
612.5	10558	10883	10711	10713
613	10560	10886	10714	10716
613.5	10562	10889	10716	10718
614	10564	10891	10718	10720
614.5	10566	10893	10720	10722
615	10568	10894	10722	10724
615.5	10570	10897	10724	10726
616	10572	10901	10726	10729
616.5	10574	10904	10728	10731
617	10575	10908	10730	10733
617.5	10577	10911	10732	10735
618	10580	10914	10734	10737
618.5	10582	10917	10736	10739
619	10585	10918	10739	10742
619.5	10588	10921	10741	10744
620	10590	10924	10743	10746
620.5	10592	10925	10744	10748
621	10594	10928	10747	10750
621.5	10597	10930	10749	10752
622	10599	10932	10751	10754
622.5	10601	10935	10753	10756
623	10603	10937	10755	10759
623.5	10606	10939	10758	10761
624	10607	10942	10760	10763
624.5	10608	10944	10763	10765
625	10609	10946	10765	10768
625.5	10612	10949	10767	10770
626	10615	10954	10770	10772
626.5	10616	10956	10772	10774
627	10619	10958	10774	10776
627.5	10620	10961	10776	10779
628	10623	10963	10778	10781
628.5	10625	10964	10781	10783
629	10628	10967	10783	10785
629.5	10628	10969	10785	10787
630	10630	10974	10787	10790
630.5	10634	10976	10789	10792
631	10636	10977	10791	10794
631.5	10637	10978	10793	10796
632	10639	10980	10796	10798
632.5	10643	10983	10798	10800
633	10645	10984	10800	10802
633.5	10646	10987	10802	10805
634	10647	10990	10805	10807
634.5	10651	10992	10807	10809
635	10653	10993	10809	10811
635.5	10655	10995	10811	10813
636	10657	10997	10813	10815
636.5	10658	10998	10815	10817
637	10660	11002	10817	10820
637.5	10662	11004	10819	10822
638	10665	11005	10822	10824
638.5	10668	11006	10824	10826
639	10670	11009	10825	10828
639.5	10673	11011	10827	10831
640	10675	11014	10830	10833
640.5	10676	11017	10832	10835
641	10677	11019	10835	10837
641.5	10679	11022	10837	10839
642	10679	11024	10839	10842
642.5	10683	11026	10841	10844
643	10684	11030	10844	10846
643.5	10687	11032	10846	10848
644	10690	11035	10848	10850
644.5	10691	11039	10850	10853
645	10693	11042	10852	10855
645.5	10695	11043	10854	10857
646	10696	11044	10857	10859
646.5	10699	11047	10859	10861
647	10702	11049	10861	10863
647.5	10704	11052	10863	10866
648	10706	11055	10866	10868
648.5	10708	11056	10868	10870
649	10710	11062	10870	10872
649.5	10711	11064	10872	10874
650	10713	11066	10874	10877
650.5	10715	11070	10876	10879
651	10717	11073	10878	10881
651.5	10719	11077	10880	10883
652	10722	11080	10882	10886
652.5	10724	11083	10884	10888
653	10726	11086	10887	10890
653.5	10728	11088	10889	10892
654	10730	11092	10891	10895
654.5	10733	11094	10893	10897
655	10736	11096	10895	10899
655.5	10738	11099	10898	10901
656	10741	11100	10899	10903
656.5	10743	11102	10902	10906
657	10745	11103	10905	10908
657.5	10748	11107	10907	10910
658	10749	11108	10909	10912
658.5	10752	11109	10911	10914
659	10755	11112	10914	10917
659.5	10758	11116	10916	10919
660	10760	11118	10918	10921
660.5	10761	11121	10920	10923
661	10763	11122	10923	10926
661.5	10766	11125	10925	10928
662	10768	11126	10927	10930
662.5	10770	11128	10929	10932
663	10772	11132	10931	10934
663.5	10774	11134	10934	10937
664	10777	11136	10936	10939
664.5	10778	11138	10939	10941
665	10779	11140	10942	10943
665.5	10782	11143	10944	10945
666	10783	11146	10946	10948
666.5	10786	11148	10948	10950
667	10788	11149	10949	10952
667.5	10789	11151	10952	10954
668	10792	11154	10953	10956
668.5	10793	11155	10955	10958
669	10796	11157	10958	10960
669.5	10798	11161	10960	10963
670	10799	11164	10962	10965
670.5	10802	11166	10964	10967
671	10803	11168	10966	10969
671.5	10805	11170	10968	10971
672	10807	11172	10970	10973
672.5	10810	11176	10972	10976
673	10812	11179	10974	10978
673.5	10813	11180	10976	10980
674	10815	11182	10978	10982
674.5	10817	11184	10980	10984
675	10820	11191	10983	10986
675.5	10822	11193	10985	10989
676	10825	11195	10987	10991
676.5	10827	11196	10989	10993
677	10828	11198	10991	10995
677.5	10829	11200	10993	10998
678	10831	11202	10996	11000
678.5	10834	11206	10998	11002
679	10836	11208	11000	11004
679.5	10839	11210	11002	11006
680	10842	11211	11005	11009
680.5	10844	11213	11007	11011
681	10846	11213	11009	11013
681.5	10848	11215	11012	11015
682	10850	11218	11014	11017
682.5	10852	11219	11016	11020
683	10853	11223	11018	11022
683.5	10856	11225	11020	11024
684	10859	11229	11023	11026
684.5	10861	11231	11025	11029
685	10862	11234	11027	11031
685.5	10864	11236	11029	11033
686	10866	11240	11032	11035
686.5	10869	11242	11034	11037
687	10871	11245	11036	11040
687.5	10872	11247	11038	11042
688	10874	11249	11040	11044
688.5	10875	11252	11042	11046
689	10877	11253	11044	11048
689.5	10880	11255	11046	11050
690	10881	11258	11048	11052
690.5	10884	11260	11051	11054
691	10885	11262	11053	11057
691.5	10887	11265	11055	11059
692	10888	11267	11058	11061
692.5	10889	11269	11060	11063
693	10890	11273	11062	11066
693.5	10893	11277	11064	11068
694	10895	11280	11066	11070
694.5	10898	11282	11069	11072
695	10900	11286	11070	11074
695.5	10902	11286	11073	11077
696	10904	11288	11075	11079
696.5	10906	11291	11077	11081
697	10908	11292	11079	11083
697.5	10909	11294	11081	11085
698	10910	11296	11083	11088
698.5	10913	11298	11086	11090
699	10917	11300	11088	11092
699.5	10920	11303	11091	11094
700	10922	11307	11092	11096
700.5	10924	11308	11095	11098
701	10927	11310	11097	11101
701.5	10929	11313	11099	11103
702	10932	11315	11101	11105
702.5	10935	11318	11104	11107
703	10938	11322	11106	11109
703.5	10940	11324	11108	11112
704	10945	11326	11111	11114
704.5	10947	11330	11113	11116
705	10949	11333	11116	11119
705.5	10950	11335	11118	11121
706	10952	11338	11120	11123
706.5	10955	11340	11123	11126
